gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000005108	12	1	0	2	0	2	3	2	2	5	4	3	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	2	0	1	4	2	2	1	2	2	3	2	5	1	4	1	1	3	0	3	2	4	2	1	1	3	1	3	2	1	2	1	1	2	2	2	2	1	1	1	0	1	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000005156	6	5	4	9	1	10	5	8	5	2	3	2	9	5	5	0	6	3	6	2	4	3	2	2	4	4	3	2	3	5	3	2	4	3	4	8	14	5	5	7	3	3	9	3	8	12	9	4	9	11	11	7	13	8	5	6	7	4	4	5	5	3	5	6	5	3	10	7	5	4	7	7	4	8	5	6	8	4	7	10	6	11	2	5	3	3	3	3	2	3	2	6	13	4	4	2	3	5
ENSG00000005175	2	2	2	2	1	3	7	0	4	3	3	2	4	4	2	0	3	2	10	8	4	4	3	3	4	2	1	6	5	2	6	3	4	2	7	15	13	4	4	6	4	5	4	6	12	12	14	8	9	9	9	7	6	5	12	4	3	5	2	4	6	5	4	5	5	5	11	15	5	5	9	8	4	4	9	14	6	5	6	2	5	5	2	5	5	2	1	3	1	2	2	4	7	1	4	1	3	3
ENSG00000005187	2	0	0	4	1	1	1	0	0	0	0	1	1	1	0	2	3	0	4	2	2	9	1	2	1	1	1	1	2	2	2	1	14	0	8	1	0	0	0	0	1	1	1	5	0	0	0	0	0	0	0	5	2	1	2	6	2	3	1	0	2	1	2	1	5	2	3	5	2	0	0	5	2	2	1	1	5	1	2	1	2	3	1	1	2	0	1	1	0	0	1	13	9	0	0	1	0	0
ENSG00000005189	4	2	1	4	2	7	2	4	1	5	2	2	6	2	1	4	3	3	1	1	2	3	1	1	2	6	2	2	6	1	1	2	4	3	14	12	8	1	3	2	2	1	2	2	2	3	1	1	1	1	1	2	3	3	2	5	3	3	1	2	1	2	2	6	7	2	1	6	3	2	3	2	1	1	2	6	2	1	2	1	3	2	2	3	2	1	4	1	2	3	2	5	8	1	3	1	2	4
ENSG00000005194	3	2	4	1	4	3	5	3	3	3	3	3	3	3	4	4	6	1	3	3	7	4	4	7	5	7	5	10	4	4	5	6	3	1	4	13	15	4	4	18	3	4	3	2	5	5	6	2	4	5	3	3	3	3	4	7	4	4	3	4	7	2	3	7	3	6	7	4	3	3	7	3	2	2	5	9	5	2	6	5	15	2	3	5	2	2	3	5	3	4	3	3	3	3	4	2	2	5
ENSG00000005238	14	10	6	14	9	8	12	7	7	9	7	6	11	7	9	2	10	6	5	8	5	9	7	10	6	5	5	5	7	8	5	6	7	7	12	21	27	10	15	20	6	5	13	6	9	14	7	10	11	14	11	11	9	7	8	9	7	6	8	6	8	8	6	8	10	8	13	16	8	7	9	6	8	7	14	17	8	5	10	8	8	9	6	11	7	7	6	10	9	7	6	9	7	8	10	7	5	8
ENSG00000005243	15	8	10	10	8	14	10	11	13	12	8	7	13	7	6	6	19	12	5	7	4	7	4	5	4	8	11	4	6	9	5	5	8	11	7	24	29	18	16	18	3	9	14	6	12	11	13	8	14	15	11	15	14	7	15	7	7	8	13	8	13	9	8	8	10	14	18	13	13	11	23	10	7	11	17	25	18	6	16	11	15	11	8	9	10	8	7	11	8	6	5	13	11	11	18	4	12	12
ENSG00000005249	3	3	3	0	1	1	1	4	4	3	3	2	3	0	5	0	3	0	3	0	0	12	1	2	0	0	0	0	0	0	0	1	11	1	3	3	3	0	1	3	1	12	0	2	7	8	4	3	6	6	2	4	7	7	6	9	3	3	3	0	2	4	5	0	4	2	3	6	2	0	2	5	8	10	4	2	8	2	8	3	1	6	2	0	0	0	0	0	0	0	4	23	10	3	0	0	2	0
ENSG00000005421	1	0	0	5	3	3	3	2	4	2	1	1	0	0	1	2	2	2	0	0	1	1	2	1	1	1	0	0	0	0	1	0	0	1	1	3	0	2	1	3	0	2	2	11	2	7	4	3	2	2	2	1	1	1	0	6	5	5	1	2	2	0	2	8	1	0	5	4	3	1	1	1	1	1	1	1	1	0	2	0	1	0	11	1	2	0	1	1	4	1	0	0	1	2	0	1	0	1
ENSG00000005436	1	1	2	1	3	4	3	3	2	1	2	1	2	2	2	0	3	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	4	1	1	1	2	1	2	2	1	3	1	1	1	2	2	1	8	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	2	1	1	1	4	1	1	1	1	1	1	2
ENSG00000005469	3	2	4	1	6	1	1	2	3	4	0	1	4	0	1	1	4	1	2	3	2	1	1	1	2	3	1	2	2	1	3	1	2	3	6	3	2	3	1	4	3	2	4	5	2	4	2	1	3	1	2	7	1	2	6	2	9	9	5	2	1	1	1	2	1	2	2	2	4	6	2	6	8	3	2	3	7	1	3	1	2	1	1	2	4	2	5	3	1	2	2	2	2	4	2	6	4	5
ENSG00000005471	1	0	1	1	0	7	0	4	5	2	1	0	0	1	0	0	1	0	2	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	3	3	0	4	5	0	1	1	8	0	1	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	3	1	1	3	6	3	4	2	0	2	2	0	0	1	0	7	0	0	2	0	0	1	3	1	0	0	1
ENSG00000005483	8	6	2	9	4	14	3	11	11	10	7	12	10	8	5	8	4	12	9	9	16	9	5	27	18	24	14	14	32	21	11	5	4	13	16	17	23	15	3	18	8	15	16	13	8	10	8	7	10	11	13	13	10	14	11	9	12	10	27	2	6	5	10	4	14	21	19	12	9	3	31	10	6	15	18	20	20	12	21	10	5	10	3	6	9	4	5	6	4	6	7	6	27	6	12	12	11	16
ENSG00000005486	4	3	2	2	2	7	2	10	3	4	1	3	7	2	5	0	8	5	8	2	3	1	3	5	2	1	3	3	2	2	2	3	2	2	3	12	16	4	4	11	2	6	2	6	6	12	7	6	7	10	6	9	6	4	10	22	3	4	2	3	4	12	5	5	8	5	19	15	2	2	4	7	6	5	7	18	13	6	12	5	7	8	2	3	2	2	6	6	2	3	1	6	5	4	3	5	2	6
ENSG00000005700	6	12	4	8	2	7	0	4	2	8	4	7	2	3	4	2	5	1	2	1	1	5	1	3	1	1	2	2	7	1	1	1	2	3	9	8	4	4	3	4	5	4	2	1	5	3	4	1	4	2	1	1	1	2	2	8	1	2	5	2	1	1	2	1	4	2	1	3	4	2	7	1	1	1	3	5	1	3	1	1	2	1	2	15	3	2	2	2	1	1	1	5	12	1	2	1	2	4
ENSG00000005801	10	10	2	2	1	6	5	2	2	4	5	3	1	2	6	1	5	4	1	2	2	3	1	3	2	3	2	1	2	2	2	3	4	1	2	8	6	6	1	1	2	1	4	1	1	4	2	2	1	1	2	1	3	2	1	1	2	2	3	3	4	3	4	2	2	1	3	2	3	2	2	1	1	2	1	2	3	1	3	1	3	5	1	5	3	2	1	4	1	2	1	4	1	1	3	4	1	3
ENSG00000005810	13	4	1	3	2	6	2	3	3	7	4	5	6	3	9	2	2	6	4	14	7	3	4	9	3	17	5	5	12	7	5	4	3	5	9	10	7	8	3	8	6	15	7	3	8	13	3	4	8	5	3	8	5	5	7	6	6	4	5	5	6	5	2	8	6	4	4	6	7	2	8	3	5	7	8	6	6	10	10	3	5	11	2	3	9	2	3	7	6	5	5	4	18	4	7	3	2	7
ENSG00000005812	5	7	7	6	2	7	2	2	3	4	4	2	6	2	2	3	2	4	3	4	8	5	2	13	7	20	10	5	18	14	4	5	2	4	11	7	10	7	2	8	3	13	6	2	11	9	11	6	9	13	6	8	7	10	9	8	6	6	5	4	3	5	4	3	3	8	5	12	2	1	10	6	8	8	10	9	6	4	6	4	3	4	2	5	2	3	2	4	4	4	3	3	14	3	3	3	6	5
ENSG00000005844	0	0	0	1	0	3	1	3	0	1	1	1	0	0	0	1	3	1	9	4	14	13	9	21	8	13	9	15	11	16	9	9	11	1	7	1	6	3	3	4	7	0	0	2	0	3	0	3	1	0	2	10	0	2	8	1	6	4	0	0	1	2	0	10	0	0	7	0	0	0	0	5	3	0	1	5	11	1	18	0	18	6	2	9	5	2	5	1	0	0	0	1	17	0	0	1	0	0
ENSG00000005882	4	4	3	22	5	1	10	8	6	4	2	4	5	1	5	1	7	2	1	4	3	4	2	1	2	2	1	2	1	2	3	2	4	2	3	24	37	8	12	23	3	8	17	7	19	15	11	14	20	21	13	12	16	9	13	4	9	7	2	10	11	4	5	3	8	11	22	19	12	3	21	10	12	7	17	35	11	7	13	19	5	13	4	2	2	6	5	2	5	12	1	1	2	4	3	7	4	13
ENSG00000005884	3	10	10	23	1	1	0	3	9	9	5	5	23	0	1	0	6	6	0	0	2	1	2	1	2	1	1	2	2	2	0	2	1	6	0	25	31	20	16	17	3	8	21	10	9	14	9	7	11	13	6	13	10	9	16	17	12	13	2	9	16	11	12	3	17	10	27	20	14	6	16	13	11	13	12	16	15	6	17	11	10	18	8	0	1	8	0	13	8	8	13	0	0	9	8	9	16	16
ENSG00000005955	10	8	6	9	4	11	7	8	9	4	4	5	6	5	6	6	8	4	6	9	10	5	4	12	4	13	4	12	10	8	5	6	4	5	13	19	13	10	5	22	5	5	6	4	7	5	7	4	7	3	5	5	8	6	5	6	4	4	8	8	6	3	2	4	6	4	5	7	5	4	12	5	4	5	7	9	7	3	7	3	9	4	3	8	4	10	6	9	5	6	5	12	15	8	6	10	8	13
ENSG00000005961	3	0	0	0	2	5	3	6	1	3	0	1	3	0	0	1	7	0	1	0	0	5	1	3	1	2	3	0	0	2	2	0	5	0	7	9	15	2	3	6	1	1	0	0	6	2	4	3	4	8	1	1	1	0	1	0	0	0	0	0	0	0	5	0	0	1	2	2	0	1	1	1	0	0	1	6	0	0	0	1	0	1	1	0	3	1	4	0	0	0	0	6	1	0	0	0	0	0
ENSG00000005981	11	1	5	14	11	2	7	9	10	7	3	6	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	3	1	5	2	1	1	2	1	0	0	0	0	9	3	4	5	11	9	10	1	12	1	1	2	2	0	0	6	0	1	0	0	0	1	4	0	0	3	2	9	14	3	5	10	0	4	4	1	0	0	3	0	0	0	0
ENSG00000006007	8	10	4	6	3	8	5	4	3	4	6	4	7	1	4	3	6	2	4	2	5	3	2	5	2	2	5	2	3	5	3	2	2	3	6	5	6	6	3	12	3	6	3	5	16	13	13	11	16	18	15	15	7	6	6	4	6	8	3	4	3	9	4	5	3	3	13	4	4	0	6	10	6	1	4	5	15	2	6	3	5	4	2	7	5	5	6	5	4	2	2	4	10	2	4	6	2	2
ENSG00000006015	12	13	8	3	4	12	4	9	8	10	5	7	6	5	7	6	17	3	7	6	12	5	5	7	5	6	5	5	9	8	5	3	5	3	4	11	14	2	10	8	5	3	8	2	9	6	9	4	7	17	8	3	7	4	6	8	5	2	3	6	6	4	5	4	6	4	9	6	7	3	4	4	2	7	4	18	4	3	6	3	6	5	3	5	5	5	10	3	5	8	5	9	5	5	7	5	3	5
ENSG00000006016	11	10	4	1	3	11	2	5	3	4	2	3	6	3	4	4	12	1	4	4	7	3	4	4	2	2	3	2	5	4	3	2	3	2	2	11	11	1	8	9	4	2	2	1	9	5	9	4	9	20	6	1	5	2	3	4	3	1	1	4	3	2	3	1	4	2	4	4	5	1	1	2	1	4	1	20	1	2	4	1	2	4	2	2	4	3	11	1	3	6	3	6	3	2	4	2	1	2
ENSG00000006025	4	3	7	6	0	2	5	8	7	7	3	2	6	2	6	1	8	5	3	5	10	7	5	10	4	7	7	7	7	7	7	5	5	8	5	20	23	4	14	14	8	4	6	6	7	6	5	7	6	12	7	9	7	7	8	6	11	6	8	8	11	7	8	8	9	8	22	5	6	12	15	9	6	4	13	26	9	14	15	3	6	8	4	6	5	5	6	8	9	8	4	11	6	8	2	5	3	8
ENSG00000006042	5	3	4	3	4	6	11	13	4	6	3	3	8	2	6	3	5	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	3	3	9	9	7	3	8	0	1	6	2	12	13	15	13	10	13	15	8	6	9	3	10	10	10	0	0	1	5	11	0	6	0	10	16	6	6	0	7	2	3	1	5	11	0	10	3	0	5	3	0	1	0	7	3	3	6	5	7	0	4	3	1	5	3
ENSG00000006047	10	4	3	7	7	11	6	13	4	13	2	6	6	4	6	5	19	5	3	3	7	9	2	3	6	4	8	8	4	9	6	6	5	6	4	17	22	9	10	15	1	12	4	3	7	10	8	10	6	11	7	12	22	9	10	12	6	8	5	6	7	8	8	2	7	15	7	15	5	3	24	11	8	15	16	43	13	12	15	12	9	4	6	9	2	7	8	7	5	4	3	7	7	6	7	7	6	9
ENSG00000006059	0	2	3	6	2	1	0	0	4	0	0	0	2	0	0	1	0	1	2	0	4	3	1	4	3	3	5	3	1	3	5	3	3	2	0	3	5	12	2	1	4	0	1	0	0	0	3	1	1	0	0	0	0	0	10	0	0	0	2	0	0	8	1	10	0	0	2	0	0	5	0	0	0	0	0	1	2	0	3	0	16	1	0	0	4	0	0	5	2	1	0	0	1	4	1	9	0	3
ENSG00000006071	0	0	0	0	0	2	4	0	2	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	0	2	0	0	2	0	0	5	1	2	2	7	5	3	0	1	0	0	0	2	2	7	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000006074	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	6	1	2	0	1	1	0	0	0	0	10	2	5	0	1	0	3	0	1	4	0	0	0	4	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	1	3	0	0	3	0	1	0	1	5	3	0	0	0	2	2	4	0	3	6	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000006075	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	2	0	0	10	8	12	1	8	0	2	8	0	1	0	0	14	9	10	0	1	0	1	0	0	2	2	0	0	8	0	0	0	0	0	0	0	5	0	1	4	0	1	2	0	0	1	2	0	1	2	0	4	0	1	0	0	11	3	0	0	4	7	5	14	0	1	12	0	4	8	0	0	0	0	1	0	0	11	0	0	0	0	0
ENSG00000006114	3	2	3	7	4	4	5	6	2	5	2	2	6	3	3	3	3	6	2	4	4	6	6	6	3	6	9	9	9	6	4	2	6	7	3	14	9	7	2	6	4	5	3	4	4	5	4	2	3	3	4	3	2	2	8	3	2	2	3	2	3	2	1	4	5	3	3	0	5	1	7	4	5	3	3	10	7	1	8	1	5	3	1	5	4	3	2	3	2	4	3	2	7	4	6	6	6	7
ENSG00000006116	0	0	0	1	0	3	2	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	4	3	3	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000006118	8	6	9	7	6	8	16	6	7	7	4	7	10	3	6	3	6	5	5	11	6	2	6	4	3	6	4	5	5	6	11	2	4	2	2	14	12	11	7	10	7	5	6	5	18	21	12	17	17	22	15	8	7	6	9	8	5	5	7	4	9	8	8	6	16	11	22	7	6	9	9	8	6	5	8	27	10	4	12	3	14	13	3	6	8	5	4	7	5	7	6	3	7	5	6	6	3	5
ENSG00000006125	7	8	6	8	5	4	8	9	7	7	8	5	14	4	4	3	9	4	5	4	5	5	5	12	3	14	4	6	6	6	5	3	8	6	12	12	11	6	6	13	6	4	6	3	5	10	5	3	4	5	6	5	10	5	8	3	7	5	4	4	3	3	7	3	6	5	9	6	7	1	11	5	4	6	7	7	6	4	6	5	5	4	4	9	4	4	5	3	4	3	4	9	9	5	8	5	8	8
ENSG00000006128	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006194	4	3	2	7	4	4	2	4	2	8	3	2	6	2	3	2	4	5	8	4	5	2	2	2	3	2	3	2	2	3	3	3	3	6	3	6	12	5	5	6	5	3	6	6	4	6	7	5	6	6	7	6	3	4	5	9	3	2	5	3	3	4	2	2	5	2	11	8	8	4	7	6	3	2	5	12	6	2	6	4	4	8	3	5	2	4	7	3	5	3	3	5	13	3	6	4	3	5
ENSG00000006210	1	1	5	6	1	3	7	8	5	6	1	2	2	1	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	1	5	8	1	12	10	15	8	11	5	10	11	15	7	5	6	4	13	6	12	10	6	1	2	2	12	6	0	16	20	2	6	5	5	5	5	4	11	16	7	4	15	4	6	0	4	0	11	9	5	8	0	1	1	0	5	1	0	3	0	0
ENSG00000006282	11	5	7	0	0	3	4	6	5	6	1	4	4	2	5	0	11	3	2	0	2	4	2	2	3	3	2	1	2	2	2	2	2	4	1	19	29	11	4	12	2	7	2	7	19	9	11	11	16	28	9	6	8	9	11	4	8	11	4	11	14	10	11	2	8	7	9	25	12	2	2	8	7	4	7	19	8	6	13	2	8	5	8	2	1	4	5	12	2	2	3	3	3	3	4	8	3	4
ENSG00000006283	8	5	2	0	0	3	6	8	7	6	1	4	4	2	5	0	9	3	2	0	2	4	2	2	3	3	2	1	2	2	2	2	2	4	1	19	28	4	5	13	2	7	2	6	14	10	9	10	13	25	9	4	7	4	4	3	7	7	2	12	11	5	9	1	3	5	9	19	5	0	2	4	3	4	4	16	3	5	4	2	3	5	8	2	1	3	2	6	2	2	3	3	3	3	4	3	3	4
ENSG00000006327	28	8	15	2	5	21	11	8	2	13	5	13	3	9	8	19	25	1	4	3	3	8	5	4	3	1	3	2	4	3	5	2	6	1	8	12	26	6	8	8	2	1	4	3	3	4	3	6	4	6	7	11	2	4	8	1	7	8	10	6	8	7	10	10	6	4	20	7	17	10	5	9	9	3	4	20	12	1	12	1	10	5	2	7	3	3	8	4	1	1	1	12	5	1	4	2	2	2
ENSG00000006377	1	5	10	0	0	0	0	0	5	1	0	2	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	2	0	1	0	0	8	32	3	6	7	17	2	0	1	0	1	0	0	1	0	0	0	9	16	0	0	0	1	5	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7
ENSG00000006432	6	11	10	7	5	5	1	5	0	10	1	5	3	1	4	3	5	2	0	8	3	3	3	4	5	5	3	2	4	4	4	5	3	0	1	7	7	7	2	4	3	2	0	5	4	6	4	5	8	10	5	3	1	2	6	6	9	8	2	0	1	4	6	1	2	5	9	4	3	1	2	3	2	0	2	6	4	6	8	2	3	4	4	7	5	4	7	8	2	3	0	1	0	3	0	8	1	2
ENSG00000006451	3	10	2	6	3	9	1	6	13	4	3	3	8	5	6	2	4	4	1	2	6	5	2	6	3	8	2	5	5	7	3	3	5	7	9	29	19	22	2	5	3	7	1	3	3	6	1	2	3	2	1	4	1	3	8	8	2	3	4	8	10	1	6	6	4	5	16	1	6	2	8	4	3	1	7	9	10	6	12	2	6	4	1	2	8	5	3	6	11	4	11	7	4	7	10	11	7	9
ENSG00000006453	6	4	7	5	2	7	0	3	5	9	1	1	7	1	2	5	6	5	0	0	0	2	0	1	0	0	1	0	0	1	0	0	1	5	0	6	10	8	3	5	0	2	0	14	0	0	0	0	0	0	0	17	0	5	5	8	6	6	2	5	9	4	14	0	16	2	8	0	6	2	1	16	12	0	2	6	16	2	15	0	2	0	5	0	1	5	5	6	6	2	1	4	0	6	2	2	2	2
ENSG00000006459	4	8	4	2	3	5	3	5	8	6	5	5	7	1	3	0	4	5	3	7	5	4	3	5	2	6	3	3	4	3	4	3	3	4	3	7	5	9	6	5	3	6	3	4	3	3	3	3	2	3	4	4	6	2	2	3	3	6	5	3	4	5	3	2	1	6	5	6	4	3	6	3	3	4	4	1	7	4	10	3	3	4	3	4	1	3	5	5	3	5	2	3	8	4	4	5	3	4
ENSG00000006468	18	5	1	8	5	16	4	7	7	9	15	12	3	13	11	9	8	2	2	0	0	10	3	0	1	3	3	0	0	1	0	0	10	3	4	13	13	5	7	14	0	5	7	1	4	8	5	2	4	5	4	6	4	3	5	7	5	5	3	4	3	3	4	9	6	6	8	3	6	0	5	5	4	4	5	7	4	2	6	1	4	6	2	0	0	0	0	12	5	6	3	16	1	7	6	3	11	4
ENSG00000006530	8	0	2	1	0	5	0	6	3	4	3	4	2	1	4	3	4	2	1	1	5	3	3	1	2	8	5	0	4	2	4	4	3	4	5	1	1	1	1	5	1	0	2	2	4	5	3	1	3	3	3	2	2	3	2	2	1	1	2	1	2	0	3	1	0	10	1	3	0	2	7	3	2	1	11	9	1	8	4	2	2	2	1	3	7	2	1	2	5	2	1	2	4	3	2	2	2	2
ENSG00000006534	5	5	4	9	0	2	11	4	6	6	3	3	10	1	2	0	15	4	10	10	4	3	3	4	4	5	2	2	3	4	14	2	5	8	10	26	26	10	19	14	2	4	5	7	7	15	7	15	8	18	10	11	7	4	15	6	6	4	7	3	6	4	10	0	10	4	20	10	12	10	4	10	5	7	3	28	16	5	13	2	6	16	7	3	5	8	10	5	4	6	4	6	12	4	8	6	6	6
ENSG00000006555	4	0	2	1	0	6	3	2	0	4	0	2	0	0	1	0	4	0	0	1	9	1	1	4	3	4	4	4	3	2	9	2	3	3	1	6	7	3	7	7	3	0	0	6	3	11	2	1	5	4	0	10	11	5	10	3	7	7	9	1	0	1	11	0	5	0	6	0	2	3	0	8	6	8	0	5	12	0	14	1	4	2	0	0	3	7	1	3	0	0	0	0	2	0	0	4	0	1
ENSG00000006576	3	5	6	3	2	5	2	3	7	4	3	3	4	2	3	1	5	3	4	17	11	6	2	5	6	7	7	7	13	10	5	2	5	6	7	6	5	8	2	6	4	4	3	7	8	8	8	5	7	6	9	10	4	4	4	3	4	3	7	3	2	4	1	4	2	5	2	2	3	3	15	9	13	2	2	5	11	16	5	3	2	4	2	6	4	1	2	2	3	3	5	10	13	4	5	3	3	5
ENSG00000006606	15	8	0	1	0	11	0	1	3	10	9	6	5	4	3	3	8	3	0	0	1	5	0	0	0	2	2	0	0	1	1	0	5	2	3	3	4	1	1	2	0	1	1	1	0	1	1	1	1	3	0	3	0	2	6	8	0	1	0	4	7	3	4	0	2	5	8	29	2	0	2	6	9	1	9	11	7	4	11	4	3	4	2	0	0	4	0	0	3	3	0	11	1	2	2	1	2	4
ENSG00000006607	8	4	8	13	6	8	7	11	8	10	4	4	9	2	3	9	6	4	2	11	1	5	3	5	2	10	3	3	6	3	7	1	2	8	5	17	20	7	4	21	1	6	11	9	11	15	18	11	10	11	15	15	4	10	11	10	8	15	11	4	7	6	15	7	22	4	20	11	15	3	14	11	7	7	3	8	23	4	19	3	11	10	5	3	11	2	8	1	1	5	5	2	9	1	4	2	5	9
ENSG00000006611	6	0	0	0	2	4	10	0	4	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	1	2	4	0	0	0	0	6	16	10	12	6	9	7	3	1	2	1	2	8	12	7	0	2	0	6	3	3	0	1	0	1	2	0	2	2	0	2	6	5	0	3	0	1	5	0	0	0	3	1	0	2	3	0	0	0	0	0	0	0	0
ENSG00000006625	5	1	3	6	5	7	4	9	4	4	2	5	3	4	7	1	3	3	3	2	2	1	1	1	3	1	1	2	2	2	2	1	1	4	4	6	5	9	6	11	2	6	3	6	10	8	10	9	12	12	11	3	5	4	12	5	6	5	6	2	3	8	3	3	3	5	4	5	7	2	3	3	2	2	4	5	4	3	10	3	3	6	1	3	3	2	2	6	2	4	3	4	7	4	2	7	2	5
ENSG00000006634	2	2	1	3	1	7	2	2	3	2	5	3	4	3	1	2	4	2	2	4	6	3	1	2	1	4	2	2	10	2	4	3	3	2	6	9	3	6	3	15	3	2	3	2	4	4	3	2	4	3	2	1	4	2	2	8	2	5	2	4	3	2	2	4	1	2	2	4	3	3	1	3	3	1	2	1	3	1	2	1	2	5	1	4	4	3	3	3	2	2	2	4	21	2	4	2	4	6
ENSG00000006638	2	3	2	5	2	2	1	5	6	2	3	1	5	1	1	1	14	1	1	4	3	7	3	8	1	2	2	3	1	2	3	3	5	3	5	18	21	3	16	11	6	6	16	10	4	9	7	7	5	12	10	14	10	2	13	9	3	8	1	3	5	6	6	9	5	11	23	10	4	4	8	7	9	7	7	28	12	3	17	8	8	9	3	1	1	3	1	1	2	2	3	7	1	2	1	1	3	2
ENSG00000006652	6	5	7	11	3	8	5	6	7	3	5	2	4	3	4	1	4	4	2	1	1	2	1	1	2	2	3	1	2	1	1	2	1	5	2	9	8	7	3	7	3	7	9	3	6	11	7	5	8	4	5	2	9	5	4	7	4	3	4	3	2	4	2	5	6	10	5	6	6	4	15	2	2	7	8	11	5	7	7	4	4	10	5	6	2	1	3	4	6	4	2	2	6	4	3	5	1	11
ENSG00000006659	5	0	4	0	1	9	0	0	2	0	0	0	0	0	0	2	3	0	0	0	1	2	1	2	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006695	3	4	3	6	0	5	2	6	2	1	3	1	6	1	2	0	1	4	1	2	1	2	1	2	2	1	1	1	5	4	1	2	1	5	3	11	8	3	2	3	1	3	6	3	1	2	1	1	2	1	2	3	1	1	2	2	2	2	1	2	3	1	1	1	1	1	5	0	2	5	4	3	3	2	3	5	3	1	2	2	2	2	1	2	1	1	4	3	3	4	2	3	1	4	1	3	4	4
ENSG00000006712	11	17	13	13	4	18	3	16	16	13	9	15	18	7	11	7	11	9	4	6	6	5	7	14	7	16	7	8	6	10	7	7	7	16	13	34	32	13	15	26	12	6	21	14	26	19	24	22	27	28	27	9	14	8	11	12	9	7	18	9	8	9	7	8	10	9	16	20	16	13	13	7	7	5	14	26	13	8	13	17	14	17	7	12	5	6	11	8	9	8	9	11	11	12	12	9	13	19
ENSG00000006715	2	0	0	2	1	1	0	2	1	2	2	0	2	0	1	1	2	0	3	1	1	2	1	1	1	1	1	0	1	1	1	1	1	0	2	3	1	6	1	2	1	1	0	1	2	1	2	1	3	2	2	0	1	1	1	2	1	1	1	0	1	1	1	1	0	1	2	3	1	2	1	1	1	0	0	1	1	0	1	0	0	1	1	1	8	1	1	1	0	0	2	1	7	1	0	2	1	1
